event_id,date,lat,lon,period
245,2025-11-21,-23.53784204536233,-46.62139717084017,post
246,2025-11-02,-23.530887634594166,-46.63947158087104,pre
247,2025-11-09,-23.5300923266373,-46.644041361962884,pre
248,2025-11-08,-23.52870930663364,-46.64524182039312,pre
249,2025-12-21,-23.540650967641742,-46.614914679354676,post
250,2025-10-01,-23.530223106239138,-46.64049569429797,pre
251,2025-10-11,-23.52859826088907,-46.645806687640096,pre
252,2025-11-26,-23.54243745511431,-46.625111611062856,post
253,2025-12-28,-23.542517589596898,-46.618079546573966,post
254,2025-11-19,-23.546130129046794,-46.61569168759195,post
255,2025-10-23,-23.530218473836182,-46.63761837523755,pre
256,2025-10-31,-23.532231962288453,-46.63220114343832,pre
257,2025-11-11,-23.54602480895449,-46.625649228625555,post
258,2025-10-07,-23.52709801572556,-46.6471859117705,pre
259,2025-10-16,-23.525239104103434,-46.63752937067412,pre
260,2025-12-29,-23.548373824904225,-46.61868240304331,post
261,2025-11-29,-23.550530941475582,-46.61686818106709,post
262,2025-10-02,-23.525151290899217,-46.63869526671468,pre
263,2025-10-01,-23.526767040707924,-46.64474062639142,pre
264,2025-11-17,-23.54113553025577,-46.626232194086235,post
265,2025-10-12,-23.531628472995198,-46.64301984793616,pre
266,2025-12-08,-23.545958386427436,-46.61878466667287,post
267,2025-11-06,-23.523125345727056,-46.640867943683396,pre
268,2025-11-01,-23.523364290064517,-46.64171579066667,pre
269,2025-10-09,-23.524916212755034,-46.64346662883933,pre
270,2025-10-19,-23.525004863616953,-46.64233338868575,pre
271,2025-11-17,-23.543099292813885,-46.621666896132346,post
272,2025-12-19,-23.541164283198114,-46.623841810199345,post
273,2025-10-03,-23.52645504706271,-46.63775286439917,pre
274,2025-10-20,-23.529246165468763,-46.65164738184701,pre
275,2025-10-24,-23.525300628501103,-46.644027817961415,pre
276,2025-11-23,-23.540356551038514,-46.62152206031959,post
277,2025-11-02,-23.52821301721469,-46.64330326958327,pre
278,2025-10-24,-23.52312079424016,-46.64069852149123,pre
279,2025-12-14,-23.55413560902619,-46.62025693003166,post
280,2025-12-11,-23.543456951470393,-46.62107299986081,post
281,2025-11-05,-23.528232669674704,-46.63822187250197,pre
282,2025-11-07,-23.522667898155593,-46.65181264184331,pre
283,2025-12-23,-23.547591837910964,-46.621578922605146,post
284,2025-12-28,-23.540605967185133,-46.62086058849444,post
285,2025-10-25,-23.528450781400494,-46.64016186569077,pre
286,2025-10-18,-23.527034008256653,-46.64346960343662,pre
287,2025-12-21,-23.544508633733617,-46.61870276623665,post
288,2025-12-05,-23.545634198406695,-46.61825221402941,post
289,2025-11-23,-23.54469227587363,-46.625268066345676,post
290,2025-11-04,-23.526510328917084,-46.64706085361258,pre
291,2025-12-19,-23.544236052840894,-46.61768210428308,post
292,2025-11-30,-23.548694516024007,-46.619542906376786,post
293,2025-11-10,-23.547716149833413,-46.62019319776034,post
294,2025-11-02,-23.52381938727394,-46.65151805229644,pre
295,2025-12-07,-23.548857903307486,-46.62247591778044,post
296,2025-11-02,-23.525454878532454,-46.64366553331743,pre
297,2025-10-14,-23.526537642345943,-46.634828061898595,pre
298,2025-10-21,-23.530037371836546,-46.63845805993455,pre
299,2025-11-17,-23.545799912508617,-46.61880210083001,post
300,2025-10-20,-23.520013160332763,-46.64024528790526,pre
301,2025-10-08,-23.52528251287063,-46.636603510659405,pre
302,2025-10-07,-23.52302560406622,-46.646197576304644,pre
303,2025-12-06,-23.543221901030183,-46.627869982936566,post
304,2025-10-17,-23.52802046016512,-46.6417437881296,pre
305,2025-11-02,-23.52820631605834,-46.64190653301611,pre
306,2025-11-17,-23.544453538462612,-46.61885433307042,post
307,2025-12-15,-23.54609679608811,-46.62476059565775,post
308,2025-11-28,-23.538487492695307,-46.62298278697076,post
309,2025-12-25,-23.54175995762753,-46.61525901189411,post
310,2025-10-22,-23.525911990003006,-46.64642522627777,pre
311,2025-10-30,-23.52693582992364,-46.638929836333574,pre
312,2025-11-07,-23.525781257362784,-46.647820567168814,pre
313,2025-11-20,-23.542013424665864,-46.6179218741238,post
314,2025-11-23,-23.54582124754447,-46.618559022497585,post
315,2025-10-08,-23.525664944213617,-46.64378971815457,pre
316,2025-10-27,-23.53028060723078,-46.63868818441958,pre
317,2025-10-27,-23.52412236700024,-46.6406644548225,pre
318,2025-10-21,-23.521766421988964,-46.63921922509195,pre
319,2025-10-30,-23.524340301981542,-46.651852909392105,pre
320,2025-10-28,-23.522809315144592,-46.642667677942875,pre
321,2025-12-03,-23.54315003327897,-46.61972266724123,post
322,2025-12-08,-23.54130466902543,-46.6165112998848,post
323,2025-11-30,-23.541863035427763,-46.619098857642726,post
324,2025-11-17,-23.543473949042816,-46.63440644206762,post
325,2025-10-19,-23.52726277305835,-46.64676635806941,pre
326,2025-10-04,-23.52276778138318,-46.64052385120686,pre
327,2025-11-04,-23.52777441096164,-46.644430868729074,pre
328,2025-12-03,-23.54597592545321,-46.62264730461728,post
329,2025-11-18,-23.550178229774097,-46.62764511797312,post
330,2025-10-17,-23.526312859682854,-46.63869874344256,pre
331,2025-11-13,-23.54655075878971,-46.6197862209963,post
332,2025-10-30,-23.524197217248467,-46.646973512822335,pre
333,2025-11-15,-23.54447990171488,-46.623666081925094,post
334,2025-10-06,-23.521581641524506,-46.63675016197255,pre
335,2025-11-06,-23.529377028519622,-46.641456462467666,pre
336,2025-10-24,-23.52319720209756,-46.639606681998494,pre
337,2025-11-15,-23.54407374786006,-46.61577377015294,post
338,2025-11-22,-23.548018058755957,-46.62221237177758,post
339,2025-11-29,-23.547910569679036,-46.6178700260212,post
340,2025-12-02,-23.546730547497198,-46.62168499670175,post
341,2025-12-24,-23.541929318526936,-46.61820700034489,post
342,2025-11-01,-23.529121379038763,-46.63877337886491,pre
343,2025-12-26,-23.54257724132533,-46.62532681135832,post
344,2025-11-02,-23.530383147687267,-46.64306327884105,pre
345,2025-12-06,-23.540999624042733,-46.6174971365504,post
346,2025-10-18,-23.525331499368324,-46.64280530064669,pre
347,2025-10-25,-23.52486478699276,-46.646421322057556,pre
348,2025-11-23,-23.537652048547898,-46.614304246327514,post
349,2025-11-27,-23.54268475074152,-46.62021079832003,post
350,2025-12-06,-23.546045683890636,-46.61888500461681,post
351,2025-11-15,-23.547165269484065,-46.629894448123984,post
352,2025-10-24,-23.534542321901473,-46.646197993332656,pre
353,2025-11-01,-23.525930865631246,-46.64167211306419,pre
354,2025-11-16,-23.546347028034038,-46.62043265933143,post
355,2025-12-25,-23.545496913428217,-46.6249972510306,post
356,2025-10-23,-23.526561233526905,-46.639748171550536,pre
357,2025-12-05,-23.548216246990986,-46.62481441845208,post
358,2025-10-27,-23.529607751781857,-46.650746074938034,pre
359,2025-10-02,-23.52784060712244,-46.640143655548194,pre
360,2025-12-29,-23.543704335664664,-46.62167700353623,post
361,2025-10-17,-23.52601280560528,-46.644955925949716,pre
362,2025-11-02,-23.53224365991179,-46.63986512487274,pre
363,2025-10-09,-23.523186626278644,-46.64591262710427,pre
364,2025-11-12,-23.545003342482424,-46.62194799668424,post
365,2025-11-17,-23.5429948447623,-46.614240426173495,post
366,2025-11-08,-23.52292062626413,-46.64450765690166,pre
367,2025-11-11,-23.542230144553997,-46.61598257252571,post
368,2025-10-26,-23.525174964506814,-46.64301879761776,pre
369,2025-11-19,-23.54261599962133,-46.62381308609026,post
370,2025-10-25,-23.52807184337231,-46.647256136940804,pre
371,2025-10-24,-23.525478806450288,-46.64352561162409,pre
372,2025-10-13,-23.528869354184042,-46.643656717646486,pre
373,2025-11-29,-23.54252000695695,-46.61334115077601,post
374,2025-10-07,-23.52336379640589,-46.65213659142993,pre
375,2025-11-26,-23.543442766132717,-46.61528270294915,post
376,2025-11-05,-23.53041362047363,-46.64079376291915,pre
377,2025-11-14,-23.545346568742122,-46.61639883787634,post
378,2025-10-20,-23.525187228414957,-46.64653606181824,pre
379,2025-12-04,-23.545203405913163,-46.62156678270419,post
380,2025-10-08,-23.52676953464443,-46.6385229482209,pre
381,2025-10-16,-23.52892785976417,-46.638987794761356,pre
382,2025-10-14,-23.527306749027762,-46.642105955574685,pre
383,2025-12-15,-23.544110489654877,-46.62108722135233,post
384,2025-12-26,-23.54445441133778,-46.61517056576692,post
385,2025-10-15,-23.52387265022528,-46.64445086275832,pre
386,2025-12-05,-23.53806885098351,-46.61990127570403,post
387,2025-11-01,-23.525327127222027,-46.64634927631732,pre
388,2025-12-26,-23.54638999463362,-46.62375401403171,post
389,2025-12-02,-23.544055708540025,-46.61844486768221,post
390,2025-12-25,-23.54293107080231,-46.614647823375726,post
391,2025-11-20,-23.547951032020844,-46.620540523825845,post
392,2025-10-25,-23.530248817987893,-46.64668748388642,pre
393,2025-11-27,-23.539341686490644,-46.622852659465885,post
394,2025-12-02,-23.54761345518424,-46.629519907502335,post
395,2025-12-01,-23.547653418591157,-46.62182112109678,post
396,2025-10-22,-23.530472208879356,-46.644051133555934,pre
397,2025-11-27,-23.539317475757368,-46.62382922136131,post
398,2025-11-27,-23.54817353219748,-46.625495605867464,post
399,2025-12-25,-23.548967056370063,-46.61885769021245,post
400,2025-11-18,-23.544205325052467,-46.6171725724829,post
401,2025-11-21,-23.53632064843338,-46.62832156452764,post
402,2025-11-11,-23.542879685166234,-46.62547447733774,post
403,2025-12-09,-23.541244402807866,-46.622087648004296,post
404,2025-10-15,-23.526318031717405,-46.64813270971172,pre
405,2025-11-23,-23.546105708100452,-46.62064135099557,post
406,2025-11-29,-23.538975687412773,-46.624178242109636,post
407,2025-10-08,-23.52805207471459,-46.63922284143127,pre
408,2025-11-22,-23.547837361134796,-46.61643045942411,post
409,2025-11-29,-23.544436346298905,-46.619787508153635,post
410,2025-10-05,-23.525297433092472,-46.64546488221363,pre
411,2025-12-07,-23.54284045272211,-46.62408947913726,post
412,2025-10-06,-23.527906309012295,-46.64076523613587,pre
413,2025-11-16,-23.543226424177433,-46.62129985980336,post
414,2025-11-24,-23.54943492659705,-46.6250366331574,post
415,2025-11-09,-23.525569872868285,-46.64007143774606,pre
416,2025-11-21,-23.54883858201808,-46.62435930098981,post
417,2025-10-16,-23.525997444477465,-46.64254884854948,pre
418,2025-10-13,-23.53127187162628,-46.64235374794624,pre
419,2025-10-30,-23.52819510343069,-46.636435813481086,pre
420,2025-10-19,-23.52565240437179,-46.6413141062005,pre
421,2025-10-17,-23.525057922093428,-46.64785570952261,pre
422,2025-12-02,-23.536624492427563,-46.62749164498981,post
423,2025-10-19,-23.524012890574898,-46.64052534425008,pre
424,2025-11-27,-23.546308009519652,-46.61833419873315,post
425,2025-11-24,-23.545670292795293,-46.62370184577942,post
426,2025-12-29,-23.542521763322586,-46.625026243964356,post
427,2025-12-29,-23.54529702063503,-46.623376706994925,post
428,2025-12-01,-23.54574391803829,-46.619269085603484,post
429,2025-10-23,-23.528183099117037,-46.64376929565229,pre
430,2025-10-09,-23.527909435755703,-46.6372240133377,pre
431,2025-10-12,-23.525372162805358,-46.642119721468134,pre
432,2025-10-01,-23.524349744486127,-46.6453765383071,pre
433,2025-11-27,-23.5409629711,-46.61961528901667,post
434,2025-10-01,-23.531082672708262,-46.6487121233324,pre
435,2025-11-03,-23.52811689115835,-46.648284025983465,pre
436,2025-11-17,-23.545353113842797,-46.625054951965666,post
437,2025-12-28,-23.544790892212283,-46.61535316249628,post
438,2025-10-01,-23.52654813071067,-46.644211857819606,pre
439,2025-10-16,-23.525235272056644,-46.64578567917169,pre
440,2025-11-30,-23.541026342762414,-46.619019148187505,post
441,2025-12-03,-23.544244537751805,-46.62038273667347,post
442,2025-12-02,-23.53623301635775,-46.61723075115893,post
443,2025-12-08,-23.535601893475356,-46.61887187922683,post
444,2025-10-22,-23.53081507432801,-46.64404869481145,pre
445,2025-12-06,-23.55120081949819,-46.618886787861335,post
446,2025-12-15,-23.54141838321062,-46.624543663983836,post
447,2025-10-26,-23.52836690913894,-46.64240499641506,pre
448,2025-10-16,-23.529994312189793,-46.64809263907697,pre
449,2025-11-20,-23.539445471807834,-46.62054115752735,post
450,2025-12-25,-23.546632437430823,-46.627768475554234,post
451,2025-11-26,-23.54099059457242,-46.62373807284887,post
452,2025-10-29,-23.520817946662387,-46.63956275960923,pre
453,2025-12-17,-23.54763256741763,-46.623861886788525,post
454,2025-12-08,-23.537512595348222,-46.62133703778734,post
455,2025-11-16,-23.546453244913295,-46.62088911324609,post
456,2025-12-01,-23.546471650600214,-46.62003580609157,post
457,2025-12-08,-23.544703294486073,-46.617497968077956,post
458,2025-12-15,-23.545954296412955,-46.62453926546676,post
459,2025-10-16,-23.527446954089868,-46.6444203355929,pre
460,2025-12-29,-23.544710135260775,-46.61846183884777,post
461,2025-12-29,-23.54208036413011,-46.61620136529657,post
462,2025-11-17,-23.547645958710934,-46.619445119507795,post
463,2025-12-24,-23.541490720611918,-46.62369688162525,post
464,2025-11-08,-23.527022893158946,-46.64999991149688,pre
465,2025-11-02,-23.523679426914622,-46.64386199280928,pre
466,2025-10-23,-23.523980307469955,-46.64217580192848,pre
467,2025-10-10,-23.526955495686924,-46.64937121119741,pre
468,2025-12-08,-23.550059810442864,-46.63137258473737,post
469,2025-11-03,-23.528087840448485,-46.633887005187276,pre
470,2025-11-21,-23.549551789558073,-46.631525727533685,post
471,2025-10-10,-23.523511993241243,-46.63354512852281,pre
472,2025-10-19,-23.52550623680422,-46.64184507042112,pre
473,2025-11-27,-23.545639528294576,-46.62817702892204,post
474,2025-10-01,-23.53075213575323,-46.644267013317595,pre
